drug_id,drug_name,therapeutic_area,dosage_form,unit_price,manufacturer
464,Gabapentin,Cardiovascular,Tablet,43,Cipla
465,Budesonide,Anti-inflammatory,Tablet,69,Torrent Pharma
466,Domperidone,Antibiotic,Capsule,89,Lupin
467,Salbutamol,Antiviral,Capsule,47,Mankind Pharm
468,Diclofenac,Antibiotic,Inhaler,30,Glenmark
469,Domperidone,Anti-inflammatory,Cream,14,Mankind Pharm
470,Atorvastatin,Gastrointestinal,Injection,25,Mankind Pharm
471,Rosuvastatin,Analgesic,Ointment,34,Zydus
472,Fluoxetine,Gastrointestinal,Tablet,26,Torrent Pharma
473,Azithromycin,Anti-inflammatory,Capsule,7,Lupin
474,Budesonide,Antiviral,Injection,9,Dr Reddy's
475,Losartan,Gastrointestinal,Ointment,63,Dr Reddy's
476,Amoxicillin,Cardiovascular,Cream,80,Mankind Pharm
477,Glimepiride,Antidiabetic,Ointment,50,Torrent Pharma
478,Salbutamol,Analgesic,Tablet,30,Zydus
479,Azithromycin,Antidiabetic,Syrup,20,Cipla
480,Salbutamol,Respiratory,Ointment,2,Dr Reddy's
481,Paracetamol,Antidiabetic,Cream,87,Sun Pharma
482,Rosuvastatin,Cardiovascular,Capsule,77,Mankind Pharm
483,Montelukast,Anti-inflammatory,Tablet,47,Cipla
484,Glimepiride,Respiratory,Injection,60,Glenmark
485,Domperidone,Gastrointestinal,Tablet,83,Dr Reddy's
486,Dapagliflozin,Cardiovascular,Tablet,68,Sun Pharma
487,Doxycycline,Antibiotic,Capsule,54,Cipla
488,Cefixime,Gastrointestinal,Suspension,56,Dr Reddy's
489,Domperidone,Antibiotic,Injection,93,Mankind Pharm
490,Doxycycline,Cardiovascular,Suspension,25,Sun Pharma
491,Ibuprofen,Analgesic,Inhaler,25,Lupin
492,Aceclofenac,Antidiabetic,Syrup,36,Alkem Laboratories
493,Azithromycin,Antibiotic,Inhaler,95,Glenmark
494,Atorvastatin,Anti-inflammatory,Tablet,29,Torrent Pharma
495,Dapagliflozin,Anticancer,Tablet,76,Torrent Pharma
496,Acyclovir,Antibiotic,Capsule,70,Mankind Pharm
497,Rosuvastatin,Cardiovascular,Suspension,19,Torrent Pharma
498,Empagliflozin,Analgesic,Suspension,81,Glenmark
499,Azithromycin,Respiratory,Capsule,25,Dr Reddy's
500,Fluoxetine,Analgesic,Capsule,95,Alkem Laboratories
501,Cefixime,Cardiovascular,Inhaler,1,Cipla
502,Telmisartan,Antiviral,Capsule,68,Cipla
503,Doxycycline,CNS,Suspension,46,Lupin
504,Domperidone,Anti-inflammatory,Injection,36,Zydus
505,Rabeprazole,Gastrointestinal,Injection,53,Cipla
506,Fluoxetine,Anti-inflammatory,Tablet,73,Abbott
507,Fluoxetine,Antiviral,Injection,15,Zydus
508,Sitagliptin,Respiratory,Suspension,52,Sun Pharma
509,Cefixime,Antibiotic,Suspension,75,Dr Reddy's
510,Montelukast,Cardiovascular,Suspension,80,Alkem Laboratories
511,Sitagliptin,Cardiovascular,Ointment,79,Abbott
512,Ibuprofen,Respiratory,Syrup,97,Torrent Pharma
513,Amoxicillin,CNS,Cream,78,Alkem Laboratories
514,Pregabalin,Cardiovascular,Capsule,53,Dr Reddy's
515,Metformin,Antibiotic,Injection,94,Lupin
516,Amoxicillin,Respiratory,Injection,92,Glenmark
517,Domperidone,Gastrointestinal,Syrup,90,Cipla
518,Empagliflozin,CNS,Injection,81,Cipla
519,Losartan,Antibiotic,Capsule,1,Sun Pharma
520,Montelukast,Anticancer,Inhaler,58,Zydus
521,Montelukast,Antibiotic,Capsule,27,Dr Reddy's
522,Aceclofenac,CNS,Injection,66,Glenmark
523,Empagliflozin,Antidiabetic,Ointment,69,Zydus
524,Sertraline,Antiviral,Capsule,9,Cipla
525,Ibuprofen,Antibiotic,Inhaler,73,Sun Pharma
526,Telmisartan,Anti-inflammatory,Cream,28,Cipla
527,Azithromycin,Antiviral,Suspension,27,Sun Pharma
528,Dapagliflozin,Cardiovascular,Inhaler,30,Zydus
529,Ibuprofen,Cardiovascular,Tablet,55,Torrent Pharma
530,Budesonide,Antiviral,Ointment,8,Glenmark
531,Sertraline,Antidiabetic,Injection,56,Alkem Laboratories
532,Glimepiride,CNS,Inhaler,61,Glenmark
533,Montelukast,Anti-inflammatory,Suspension,25,Alkem Laboratories
534,Ibuprofen,Antibiotic,Suspension,15,Zydus
535,Empagliflozin,Anti-inflammatory,Capsule,22,Sun Pharma
536,Doxycycline,CNS,Injection,15,Zydus
537,Fluoxetine,Respiratory,Ointment,72,Torrent Pharma
538,Domperidone,CNS,Inhaler,92,Torrent Pharma
539,Budesonide,Gastrointestinal,Syrup,87,Alkem Laboratories
540,Doxycycline,Respiratory,Capsule,91,Sun Pharma
541,Aceclofenac,Anti-inflammatory,Capsule,20,Cipla
542,Cefixime,Analgesic,Tablet,65,Zydus
543,Pregabalin,Respiratory,Tablet,79,Lupin
544,Pantoprazole,Gastrointestinal,Ointment,71,Dr Reddy's
545,Acyclovir,Antibiotic,Syrup,83,Mankind Pharm
546,Losartan,Respiratory,Syrup,61,Glenmark
547,Diclofenac,Antiviral,Inhaler,73,Mankind Pharm
548,Telmisartan,Anticancer,Ointment,65,Torrent Pharma
549,Escitalopram,Cardiovascular,Suspension,60,Zydus
550,Salbutamol,Anticancer,Capsule,73,Abbott
551,Budesonide,Antidiabetic,Ointment,67,Abbott
552,Fluoxetine,Antiviral,Injection,89,Dr Reddy's
553,Ibuprofen,Analgesic,Syrup,74,Lupin
554,Losartan,Analgesic,Injection,46,Abbott
555,Diclofenac,CNS,Cream,81,Dr Reddy's
556,Escitalopram,Analgesic,Tablet,50,Alkem Laboratories
557,Dapagliflozin,Respiratory,Suspension,35,Alkem Laboratories
558,Sitagliptin,Analgesic,Suspension,95,Abbott
559,Montelukast,Antibiotic,Suspension,37,Lupin
560,Gabapentin,Cardiovascular,Injection,11,Mankind Pharm
561,Domperidone,Antibiotic,Inhaler,89,Torrent Pharma
562,Acyclovir,Gastrointestinal,Suspension,59,Dr Reddy's
563,Losartan,Antibiotic,Tablet,75,Mankind Pharm
564,Atorvastatin,Antiviral,Tablet,52,Dr Reddy's
565,Glimepiride,Anti-inflammatory,Cream,73,Lupin
566,Metformin,Anti-inflammatory,Inhaler,74,Torrent Pharma
567,Budesonide,Gastrointestinal,Capsule,61,Glenmark
568,Dapagliflozin,Antiviral,Inhaler,64,Mankind Pharm
569,Pregabalin,Antibiotic,Inhaler,33,Dr Reddy's
570,Fluoxetine,Gastrointestinal,Cream,87,Glenmark
571,Atorvastatin,Antibiotic,Capsule,43,Abbott
572,Budesonide,Anticancer,Suspension,1,Alkem Laboratories
573,Pantoprazole,Antidiabetic,Injection,70,Abbott
574,Montelukast,Cardiovascular,Capsule,19,Alkem Laboratories
575,Telmisartan,Antiviral,Tablet,20,Torrent Pharma
576,Amlodipine,Respiratory,Cream,8,Glenmark
577,Glimepiride,Gastrointestinal,Suspension,40,Alkem Laboratories
578,Cefixime,Cardiovascular,Inhaler,50,Torrent Pharma
579,Salbutamol,Antibiotic,Cream,16,Zydus
580,Fluoxetine,Analgesic,Inhaler,100,Zydus
581,Metformin,Anti-inflammatory,Syrup,31,Glenmark
582,Gabapentin,Gastrointestinal,Injection,30,Cipla
583,Sertraline,Respiratory,Suspension,32,Sun Pharma
584,Montelukast,Gastrointestinal,Ointment,22,Torrent Pharma
585,Sertraline,Antiviral,Inhaler,72,Cipla
586,Cefixime,Antiviral,Tablet,9,Sun Pharma
587,Telmisartan,Antidiabetic,Inhaler,85,Dr Reddy's
588,Empagliflozin,Antidiabetic,Syrup,49,Abbott
589,Salbutamol,Respiratory,Inhaler,59,Cipla
590,Gabapentin,Anti-inflammatory,Cream,99,Lupin
591,Acyclovir,Cardiovascular,Capsule,26,Torrent Pharma
592,Fluoxetine,Antiviral,Ointment,54,Abbott
593,Domperidone,Antidiabetic,Inhaler,1,Cipla
594,Metformin,Anticancer,Ointment,22,Zydus
595,Cefixime,Gastrointestinal,Inhaler,7,Cipla
596,Budesonide,Gastrointestinal,Injection,33,Mankind Pharm
597,Sitagliptin,Anti-inflammatory,Syrup,57,Zydus
598,Glimepiride,Antiviral,Ointment,15,Alkem Laboratories
599,Amoxicillin,Respiratory,Injection,96,Glenmark
600,Glimepiride,Cardiovascular,Injection,33,Torrent Pharma
601,Doxycycline,Respiratory,Suspension,40,Abbott
602,Atorvastatin,Antibiotic,Suspension,52,Cipla
603,Losartan,Cardiovascular,Tablet,62,Lupin
604,Paracetamol,Gastrointestinal,Suspension,67,Dr Reddy's
605,Acyclovir,Gastrointestinal,Syrup,46,Sun Pharma
606,Rabeprazole,Antidiabetic,Injection,96,Torrent Pharma
607,Azithromycin,Cardiovascular,Inhaler,12,Abbott
608,Acyclovir,Anticancer,Tablet,25,Lupin
609,Fluoxetine,Antiviral,Ointment,74,Abbott
610,Aceclofenac,Antibiotic,Ointment,65,Glenmark
611,Fluoxetine,Respiratory,Ointment,61,Dr Reddy's
612,Aceclofenac,Antibiotic,Syrup,73,Mankind Pharm
613,Gabapentin,Anti-inflammatory,Capsule,51,Abbott
614,Cefixime,Antidiabetic,Injection,88,Cipla
615,Budesonide,Antibiotic,Tablet,60,Mankind Pharm
616,Amoxicillin,Cardiovascular,Capsule,60,Lupin
617,Budesonide,Gastrointestinal,Capsule,52,Abbott
618,Amoxicillin,CNS,Suspension,63,Sun Pharma
619,Cefixime,Anti-inflammatory,Ointment,8,Abbott
620,Diclofenac,CNS,Inhaler,46,Glenmark
621,Sitagliptin,Antidiabetic,Suspension,35,Alkem Laboratories
622,Telmisartan,Antiviral,Inhaler,6,Lupin
623,Losartan,Anti-inflammatory,Ointment,99,Torrent Pharma
624,Aceclofenac,Antiviral,Tablet,85,Sun Pharma
625,Pregabalin,Gastrointestinal,Injection,80,Lupin
626,Cefixime,Anti-inflammatory,Syrup,48,Lupin
627,Amoxicillin,Gastrointestinal,Tablet,26,Glenmark
628,Sitagliptin,Analgesic,Inhaler,22,Dr Reddy's
629,Fluoxetine,Anticancer,Syrup,5,Zydus
630,Amoxicillin,Antidiabetic,Syrup,37,Lupin
631,Acyclovir,Antidiabetic,Injection,41,Mankind Pharm
632,Amoxicillin,Gastrointestinal,Tablet,12,Torrent Pharma
633,Telmisartan,Respiratory,Injection,75,Alkem Laboratories
634,Atorvastatin,Gastrointestinal,Syrup,4,Mankind Pharm
635,Sertraline,Cardiovascular,Inhaler,9,Cipla
636,Dapagliflozin,Antidiabetic,Cream,45,Torrent Pharma
637,Paracetamol,Antidiabetic,Cream,86,Torrent Pharma
638,Domperidone,Cardiovascular,Capsule,7,Alkem Laboratories
639,Losartan,Cardiovascular,Injection,39,Torrent Pharma
640,Diclofenac,Antidiabetic,Injection,96,Dr Reddy's
641,Rosuvastatin,Anticancer,Tablet,49,Sun Pharma
642,Amlodipine,Anticancer,Cream,17,Dr Reddy's
643,Losartan,Cardiovascular,Inhaler,28,Abbott
644,Glimepiride,Anticancer,Capsule,7,Torrent Pharma
645,Atorvastatin,Antiviral,Inhaler,63,Glenmark
646,Paracetamol,Gastrointestinal,Cream,82,Dr Reddy's
647,Doxycycline,Antidiabetic,Capsule,64,Sun Pharma
648,Glimepiride,Antibiotic,Syrup,26,Cipla
649,Losartan,Antidiabetic,Syrup,63,Alkem Laboratories
650,Fluoxetine,Analgesic,Syrup,77,Glenmark
651,Aceclofenac,Anticancer,Cream,92,Lupin
652,Amoxicillin,Antidiabetic,Tablet,79,Zydus
653,Fluoxetine,Respiratory,Ointment,43,Zydus
654,Montelukast,Gastrointestinal,Ointment,16,Sun Pharma
655,Amlodipine,CNS,Capsule,41,Zydus
656,Telmisartan,Anti-inflammatory,Cream,5,Alkem Laboratories
657,Domperidone,Antibiotic,Cream,87,Alkem Laboratories
658,Escitalopram,Gastrointestinal,Suspension,73,Abbott
659,Budesonide,Anti-inflammatory,Tablet,69,Alkem Laboratories
660,Domperidone,Cardiovascular,Inhaler,48,Cipla
661,Empagliflozin,CNS,Tablet,75,Glenmark
662,Gabapentin,Antidiabetic,Injection,42,Glenmark
663,Aceclofenac,Antiviral,Tablet,34,Torrent Pharma
664,Doxycycline,Respiratory,Injection,23,Glenmark
665,Budesonide,Cardiovascular,Suspension,1,Cipla
666,Rabeprazole,Gastrointestinal,Injection,95,Sun Pharma
667,Doxycycline,Respiratory,Cream,96,Torrent Pharma
668,Doxycycline,Cardiovascular,Inhaler,75,Mankind Pharm
669,Glimepiride,Antibiotic,Cream,55,Mankind Pharm
670,Paracetamol,Cardiovascular,Capsule,13,Dr Reddy's
671,Metformin,Anticancer,Cream,68,Abbott
672,Gabapentin,CNS,Injection,20,Cipla
673,Escitalopram,Anticancer,Cream,95,Alkem Laboratories
674,Losartan,CNS,Ointment,63,Torrent Pharma
675,Cefixime,Antibiotic,Tablet,43,Cipla
676,Gabapentin,Respiratory,Capsule,23,Mankind Pharm
677,Pregabalin,CNS,Cream,66,Zydus
678,Metformin,Antidiabetic,Tablet,25,Mankind Pharm
679,Amoxicillin,Analgesic,Syrup,75,Torrent Pharma
680,Losartan,Antibiotic,Cream,16,Dr Reddy's
681,Aceclofenac,Anti-inflammatory,Inhaler,69,Mankind Pharm
682,Rabeprazole,Analgesic,Suspension,53,Torrent Pharma
683,Glimepiride,Antidiabetic,Capsule,92,Glenmark
684,Fluoxetine,Gastrointestinal,Cream,60,Torrent Pharma
685,Sitagliptin,Respiratory,Ointment,95,Lupin
686,Losartan,Analgesic,Syrup,99,Abbott
687,Rosuvastatin,Anti-inflammatory,Inhaler,13,Alkem Laboratories
688,Acyclovir,Antidiabetic,Capsule,38,Dr Reddy's
689,Glimepiride,Gastrointestinal,Tablet,32,Lupin
690,Rabeprazole,Antiviral,Inhaler,68,Abbott
691,Salbutamol,Analgesic,Syrup,95,Zydus
692,Azithromycin,Anti-inflammatory,Inhaler,99,Alkem Laboratories
693,Aceclofenac,Analgesic,Ointment,10,Torrent Pharma
694,Sitagliptin,Antiviral,Ointment,62,Cipla
695,Empagliflozin,Anti-inflammatory,Injection,39,Dr Reddy's
696,Glimepiride,CNS,Ointment,50,Glenmark
697,Pregabalin,Antiviral,Suspension,32,Mankind Pharm
698,Telmisartan,Antidiabetic,Cream,71,Mankind Pharm
699,Metformin,Antiviral,Inhaler,20,Alkem Laboratories
700,Doxycycline,Antidiabetic,Injection,3,Alkem Laboratories
701,Pantoprazole,Antidiabetic,Injection,41,Cipla
702,Amoxicillin,Antibiotic,Inhaler,33,Dr Reddy's
703,Cefixime,Gastrointestinal,Cream,46,Lupin
704,Empagliflozin,Antidiabetic,Suspension,14,Cipla
705,Dapagliflozin,Antiviral,Syrup,75,Abbott
706,Rosuvastatin,Anti-inflammatory,Suspension,33,Alkem Laboratories
707,Azithromycin,Antidiabetic,Suspension,26,Glenmark
708,Pregabalin,Anti-inflammatory,Inhaler,36,Zydus
709,Montelukast,Anti-inflammatory,Cream,49,Lupin
710,Budesonide,Anti-inflammatory,Ointment,9,Glenmark
711,Metformin,Antidiabetic,Capsule,74,Torrent Pharma
712,Ibuprofen,Anticancer,Ointment,12,Alkem Laboratories
713,Rosuvastatin,Respiratory,Ointment,4,Dr Reddy's
714,Diclofenac,Cardiovascular,Injection,26,Zydus
715,Cefixime,Cardiovascular,Injection,4,Torrent Pharma
716,Acyclovir,Anticancer,Injection,53,Sun Pharma
717,Acyclovir,Respiratory,Tablet,83,Dr Reddy's
718,Dapagliflozin,Cardiovascular,Tablet,48,Sun Pharma
719,Dapagliflozin,Respiratory,Suspension,100,Sun Pharma
720,Ibuprofen,Cardiovascular,Syrup,9,Glenmark
721,Pantoprazole,Antiviral,Suspension,49,Torrent Pharma
722,Telmisartan,CNS,Ointment,63,Mankind Pharm
723,Montelukast,Anticancer,Syrup,40,Alkem Laboratories
724,Cefixime,Antibiotic,Inhaler,35,Alkem Laboratories
725,Losartan,Cardiovascular,Tablet,91,Mankind Pharm
726,Budesonide,CNS,Capsule,28,Zydus
727,Losartan,Anticancer,Injection,33,Alkem Laboratories
728,Amlodipine,Antibiotic,Inhaler,89,Dr Reddy's
729,Pantoprazole,Anti-inflammatory,Capsule,62,Dr Reddy's
730,Acyclovir,Antibiotic,Syrup,90,Lupin
731,Montelukast,Antibiotic,Cream,95,Zydus
732,Cefixime,Analgesic,Injection,95,Mankind Pharm
733,Escitalopram,Gastrointestinal,Suspension,87,Sun Pharma
734,Acyclovir,CNS,Capsule,32,Glenmark
735,Doxycycline,Analgesic,Suspension,64,Torrent Pharma
736,Doxycycline,Analgesic,Cream,72,Glenmark
737,Amlodipine,Respiratory,Suspension,75,Sun Pharma
738,Atorvastatin,Analgesic,Tablet,61,Abbott
739,Montelukast,Cardiovascular,Ointment,86,Alkem Laboratories
740,Domperidone,Analgesic,Inhaler,43,Abbott
741,Fluoxetine,Analgesic,Ointment,14,Sun Pharma
742,Cefixime,Antiviral,Inhaler,68,Glenmark
743,Aceclofenac,Cardiovascular,Injection,44,Cipla
744,Fluoxetine,Analgesic,Ointment,18,Sun Pharma
745,Paracetamol,Anticancer,Capsule,93,Glenmark
746,Losartan,Gastrointestinal,Injection,60,Dr Reddy's
747,Acyclovir,Antidiabetic,Cream,36,Cipla
748,Salbutamol,Analgesic,Ointment,72,Sun Pharma
749,Sertraline,Antidiabetic,Capsule,71,Torrent Pharma
750,Pregabalin,CNS,Capsule,19,Lupin
751,Fluoxetine,Antidiabetic,Suspension,30,Mankind Pharm
752,Ibuprofen,Antidiabetic,Inhaler,99,Alkem Laboratories
753,Empagliflozin,Anticancer,Tablet,33,Glenmark
754,Dapagliflozin,Gastrointestinal,Capsule,82,Glenmark
755,Doxycycline,Antidiabetic,Capsule,17,Alkem Laboratories
756,Fluoxetine,Cardiovascular,Inhaler,37,Lupin
757,Pregabalin,Cardiovascular,Ointment,82,Cipla
758,Fluoxetine,Anticancer,Inhaler,95,Glenmark
759,Glimepiride,Anti-inflammatory,Ointment,97,Cipla
760,Paracetamol,Anticancer,Cream,58,Lupin
761,Cefixime,Anticancer,Ointment,11,Mankind Pharm
762,Gabapentin,Respiratory,Cream,32,Mankind Pharm
763,Metformin,Anti-inflammatory,Syrup,66,Cipla
764,Dapagliflozin,Respiratory,Tablet,63,Dr Reddy's
765,Atorvastatin,Antidiabetic,Suspension,40,Zydus
766,Glimepiride,Antidiabetic,Suspension,20,Alkem Laboratories
767,Glimepiride,Analgesic,Inhaler,50,Cipla
768,Sertraline,Anticancer,Ointment,93,Sun Pharma
769,Amoxicillin,Gastrointestinal,Inhaler,35,Torrent Pharma
770,Pantoprazole,Cardiovascular,Capsule,80,Lupin
771,Sitagliptin,Gastrointestinal,Injection,51,Mankind Pharm
772,Azithromycin,CNS,Capsule,8,Dr Reddy's
773,Rosuvastatin,Anti-inflammatory,Injection,42,Dr Reddy's
774,Sitagliptin,Anticancer,Syrup,70,Sun Pharma
775,Amoxicillin,Antiviral,Capsule,1,Alkem Laboratories
776,Domperidone,Antiviral,Ointment,95,Zydus
777,Azithromycin,Anticancer,Inhaler,88,Zydus
778,Glimepiride,Gastrointestinal,Tablet,50,Mankind Pharm
779,Cefixime,Antidiabetic,Syrup,34,Zydus
780,Amoxicillin,Antibiotic,Tablet,48,Alkem Laboratories
781,Atorvastatin,Anticancer,Capsule,99,Alkem Laboratories
782,Domperidone,Antibiotic,Capsule,18,Cipla
783,Atorvastatin,Antidiabetic,Syrup,72,Sun Pharma
784,Pregabalin,Analgesic,Cream,43,Dr Reddy's
785,Metformin,Antibiotic,Suspension,9,Zydus
786,Cefixime,Anti-inflammatory,Syrup,44,Torrent Pharma
787,Diclofenac,Cardiovascular,Tablet,83,Cipla
788,Sertraline,Gastrointestinal,Injection,37,Lupin
789,Domperidone,Anticancer,Cream,31,Glenmark
790,Aceclofenac,Respiratory,Cream,67,Dr Reddy's
791,Telmisartan,Cardiovascular,Syrup,32,Alkem Laboratories
792,Domperidone,Anticancer,Suspension,93,Dr Reddy's
793,Rabeprazole,Anticancer,Inhaler,42,Torrent Pharma
794,Telmisartan,Respiratory,Injection,8,Torrent Pharma
795,Amoxicillin,Analgesic,Syrup,72,Alkem Laboratories
796,Telmisartan,Antibiotic,Cream,68,Abbott
797,Sitagliptin,Anti-inflammatory,Suspension,54,Mankind Pharm
798,Gabapentin,CNS,Suspension,15,Alkem Laboratories
799,Paracetamol,Antiviral,Ointment,90,Sun Pharma
800,Rosuvastatin,Gastrointestinal,Injection,40,Lupin
801,Budesonide,Respiratory,Syrup,85,Cipla
802,Telmisartan,Antidiabetic,Ointment,53,Abbott
803,Doxycycline,Anti-inflammatory,Tablet,91,Abbott
804,Rosuvastatin,Cardiovascular,Ointment,36,Dr Reddy's
805,Rabeprazole,CNS,Ointment,18,Lupin
806,Amoxicillin,Antidiabetic,Tablet,54,Abbott
807,Metformin,Analgesic,Tablet,96,Sun Pharma
808,Montelukast,CNS,Inhaler,73,Mankind Pharm
809,Montelukast,Antibiotic,Inhaler,33,Alkem Laboratories
810,Rosuvastatin,Antidiabetic,Cream,61,Dr Reddy's
811,Budesonide,Antidiabetic,Capsule,89,Lupin
812,Losartan,CNS,Cream,37,Mankind Pharm
813,Diclofenac,Anticancer,Suspension,23,Sun Pharma
814,Empagliflozin,Anti-inflammatory,Suspension,87,Glenmark
815,Pantoprazole,Analgesic,Syrup,71,Dr Reddy's
816,Paracetamol,Gastrointestinal,Tablet,38,Lupin
817,Pantoprazole,Respiratory,Capsule,89,Zydus
818,Rabeprazole,Gastrointestinal,Suspension,97,Cipla
819,Rosuvastatin,Anti-inflammatory,Capsule,72,Mankind Pharm
820,Pregabalin,Anticancer,Capsule,55,Abbott
821,Gabapentin,Antidiabetic,Ointment,16,Mankind Pharm
822,Montelukast,Gastrointestinal,Tablet,89,Sun Pharma
823,Montelukast,Gastrointestinal,Tablet,23,Sun Pharma
824,Aceclofenac,Respiratory,Injection,90,Lupin
825,Cefixime,Analgesic,Tablet,35,Dr Reddy's
826,Atorvastatin,Antidiabetic,Tablet,6,Glenmark
827,Amlodipine,Gastrointestinal,Suspension,47,Torrent Pharma
828,Pregabalin,Gastrointestinal,Syrup,66,Dr Reddy's
829,Pantoprazole,Gastrointestinal,Ointment,72,Lupin
830,Aceclofenac,Antidiabetic,Cream,30,Cipla
831,Ibuprofen,Anti-inflammatory,Suspension,27,Torrent Pharma
832,Dapagliflozin,Antidiabetic,Syrup,56,Dr Reddy's
833,Gabapentin,Antiviral,Suspension,21,Alkem Laboratories
834,Glimepiride,Antidiabetic,Suspension,29,Lupin
835,Telmisartan,Cardiovascular,Injection,52,Torrent Pharma
836,Pantoprazole,Anticancer,Cream,35,Glenmark
837,Azithromycin,Respiratory,Ointment,86,Lupin
838,Pantoprazole,Antibiotic,Inhaler,64,Glenmark
839,Amlodipine,Antibiotic,Capsule,58,Mankind Pharm
840,Salbutamol,Antiviral,Injection,44,Torrent Pharma
841,Montelukast,Anticancer,Ointment,30,Abbott
842,Cefixime,Anticancer,Injection,8,Alkem Laboratories
843,Empagliflozin,CNS,Syrup,43,Abbott
844,Budesonide,Analgesic,Capsule,91,Glenmark
845,Glimepiride,Anticancer,Suspension,93,Abbott
846,Dapagliflozin,Anti-inflammatory,Ointment,25,Glenmark
847,Telmisartan,Anti-inflammatory,Tablet,17,Sun Pharma
848,Domperidone,CNS,Suspension,87,Dr Reddy's
849,Metformin,Gastrointestinal,Cream,93,Dr Reddy's
850,Empagliflozin,Gastrointestinal,Injection,25,Zydus
851,Losartan,Antiviral,Capsule,40,Alkem Laboratories
852,Sitagliptin,Antiviral,Capsule,11,Lupin
853,Acyclovir,Analgesic,Inhaler,71,Glenmark
854,Diclofenac,CNS,Capsule,77,Mankind Pharm
855,Budesonide,Gastrointestinal,Tablet,58,Mankind Pharm
856,Pregabalin,Respiratory,Suspension,1,Glenmark
857,Acyclovir,CNS,Injection,2,Cipla
858,Montelukast,Cardiovascular,Syrup,100,Torrent Pharma
859,Doxycycline,Gastrointestinal,Tablet,87,Alkem Laboratories
860,Fluoxetine,Antiviral,Ointment,32,Dr Reddy's
861,Montelukast,Gastrointestinal,Injection,1,Abbott
862,Diclofenac,Antibiotic,Cream,27,Alkem Laboratories
863,Paracetamol,CNS,Ointment,21,Dr Reddy's
864,Doxycycline,Cardiovascular,Syrup,49,Zydus
865,Cefixime,Cardiovascular,Injection,75,Lupin
866,Glimepiride,Analgesic,Injection,29,Sun Pharma
867,Gabapentin,Cardiovascular,Tablet,39,Torrent Pharma
868,Azithromycin,Anti-inflammatory,Capsule,53,Sun Pharma
869,Diclofenac,Antiviral,Suspension,43,Mankind Pharm
870,Azithromycin,Antiviral,Suspension,3,Zydus
871,Domperidone,Anticancer,Cream,21,Torrent Pharma
872,Sertraline,CNS,Inhaler,68,Dr Reddy's
873,Losartan,Antibiotic,Injection,99,Zydus
874,Budesonide,Anticancer,Cream,7,Abbott
875,Empagliflozin,Antibiotic,Suspension,58,Lupin
876,Dapagliflozin,Respiratory,Tablet,13,Alkem Laboratories
877,Pantoprazole,Antibiotic,Capsule,71,Lupin
878,Montelukast,Anti-inflammatory,Injection,56,Glenmark
879,Empagliflozin,Anticancer,Tablet,53,Dr Reddy's
880,Montelukast,Antibiotic,Suspension,81,Mankind Pharm
881,Fluoxetine,Analgesic,Capsule,28,Glenmark
882,Glimepiride,Antibiotic,Cream,92,Cipla
883,Paracetamol,Respiratory,Injection,58,Lupin
884,Diclofenac,Antibiotic,Syrup,62,Zydus
885,Amlodipine,Antidiabetic,Inhaler,22,Sun Pharma
886,Rosuvastatin,Antiviral,Suspension,13,Zydus
887,Metformin,Anticancer,Ointment,47,Zydus
888,Ibuprofen,CNS,Injection,92,Sun Pharma
889,Acyclovir,Antibiotic,Inhaler,81,Lupin
890,Fluoxetine,Antiviral,Syrup,52,Sun Pharma
891,Gabapentin,Cardiovascular,Capsule,58,Cipla
892,Pregabalin,Antiviral,Cream,63,Alkem Laboratories
893,Diclofenac,CNS,Ointment,5,Alkem Laboratories
894,Escitalopram,Antibiotic,Inhaler,54,Sun Pharma
895,Aceclofenac,CNS,Inhaler,84,Torrent Pharma
896,Pantoprazole,Anticancer,Syrup,25,Zydus
897,Escitalopram,Gastrointestinal,Inhaler,67,Sun Pharma
898,Azithromycin,CNS,Cream,62,Sun Pharma
899,Azithromycin,CNS,Tablet,68,Dr Reddy's
900,Telmisartan,Gastrointestinal,Inhaler,27,Sun Pharma
901,Amlodipine,Respiratory,Syrup,75,Zydus
902,Rabeprazole,Anticancer,Tablet,42,Abbott
903,Empagliflozin,Gastrointestinal,Ointment,31,Abbott
904,Sertraline,Analgesic,Tablet,15,Mankind Pharm
905,Acyclovir,Antidiabetic,Ointment,88,Alkem Laboratories
906,Salbutamol,Gastrointestinal,Suspension,11,Glenmark
907,Amoxicillin,Gastrointestinal,Injection,91,Glenmark
908,Rabeprazole,Analgesic,Syrup,17,Glenmark
909,Doxycycline,Analgesic,Inhaler,94,Lupin
910,Cefixime,Antidiabetic,Cream,25,Alkem Laboratories
911,Paracetamol,Antidiabetic,Ointment,14,Sun Pharma
912,Pregabalin,Cardiovascular,Ointment,38,Sun Pharma
913,Salbutamol,Cardiovascular,Ointment,2,Abbott
914,Rabeprazole,Antiviral,Syrup,54,Sun Pharma
915,Rabeprazole,Respiratory,Syrup,52,Zydus
916,Empagliflozin,Respiratory,Syrup,17,Zydus
917,Doxycycline,Antiviral,Cream,81,Alkem Laboratories
918,Acyclovir,Antibiotic,Cream,100,Torrent Pharma
919,Paracetamol,Gastrointestinal,Capsule,55,Zydus
920,Budesonide,Anticancer,Inhaler,24,Abbott
921,Rabeprazole,Antibiotic,Syrup,58,Lupin
922,Diclofenac,Anticancer,Injection,11,Zydus
923,Budesonide,Analgesic,Syrup,56,Cipla
