inventory_id,drug_id,batch_number,stock_quantity,reorder_level,expiry_date,supplier_id
592,868,B2026A002,452,921,2027/10/03,8
593,583,B2025A001,978,1545,2028/03/24,9
594,917,B2025A004,757,1736,2030/05/27,8
595,443,B2026A005,744,306,2029/06/03,2
596,751,B2025A002,989,283,2028/06/28,13
597,28,B2025A005,875,1238,2028/03/26,12
598,655,B2026A005,20,132,2029/04/19,15
599,45,B2025A003,360,1914,2028/02/01,11
600,591,B2026A003,648,1673,2029/07/03,17
601,677,B2026A002,836,183,2028/10/01,7
602,482,B2025A001,735,643,2029/11/22,1
603,624,B2025A004,990,1416,2028/12/25,14
604,271,B2026A001,495,256,2029/04/05,6
605,289,B2026A005,340,1106,2029/01/31,20
606,65,B2026A001,997,626,2029/04/25,13
607,444,B2025A005,255,171,2028/06/15,6
608,681,B2025A005,541,1084,2027/10/16,20
609,563,B2026A003,256,1849,2027/11/09,6
610,282,B2025A003,241,818,2028/09/15,6
611,565,B2026A002,578,1344,2027/06/11,9
612,555,B2025A002,398,1228,2030/10/26,18
613,481,B2026A003,78,1858,2029/05/08,7
614,580,B2026A001,213,822,2027/05/28,11
615,982,B2026A002,438,1689,2029/05/04,4
616,874,B2025A001,915,637,2029/04/18,17
617,264,B2025A005,967,895,2029/05/12,10
618,349,B2026A004,790,1373,2030/07/24,8
619,438,B2026A003,483,1919,2029/06/24,8
620,485,B2025A005,132,1844,2028/09/14,9
621,992,B2025A002,151,1805,2029/01/21,3
622,742,B2026A005,697,666,2028/09/10,18
623,76,B2026A004,44,684,2027/06/23,16
624,173,B2025A002,367,1235,2030/03/13,19
625,402,B2026A001,496,1600,2030/03/01,3
626,663,B2025A005,298,715,2030/05/04,5
627,601,B2025A005,400,1889,2027/08/03,10
628,471,B2026A001,85,204,2029/02/22,14
629,612,B2026A001,631,1962,2029/10/03,18
630,765,B2025A004,745,447,2030/07/19,5
631,108,B2026A002,509,1809,2029/04/18,15
632,714,B2025A002,168,329,2028/07/31,15
633,359,B2026A003,450,554,2027/12/26,7
634,598,B2026A005,484,775,2030/03/11,2
635,372,B2025A005,130,1044,2027/09/23,10
636,565,B2025A004,890,1597,2028/06/12,6
637,82,B2025A001,673,1070,2028/12/30,11
638,840,B2026A001,9,966,2028/12/29,1
639,767,B2025A002,411,1295,2030/07/16,5
640,944,B2025A002,724,1866,2029/06/19,5
641,217,B2026A001,651,1433,2028/09/25,9
642,534,B2025A003,631,1618,2029/10/18,12
643,357,B2026A005,169,1827,2030/08/04,8
644,461,B2025A001,777,592,2030/07/23,2
645,318,B2026A001,740,255,2028/01/08,15
646,86,B2026A004,135,157,2027/12/13,20
647,541,B2026A004,841,1592,2029/04/28,6
648,530,B2025A003,205,1397,2030/09/27,17
649,992,B2026A001,872,164,2029/10/07,6
650,607,B2026A001,423,870,2028/09/19,6
651,980,B2026A003,480,1523,2030/08/04,19
652,435,B2025A003,72,1491,2029/01/21,20
653,534,B2025A005,466,1554,2028/05/28,4
654,608,B2026A005,449,514,2030/07/11,16
655,421,B2025A005,464,785,2027/12/04,13
656,619,B2025A005,218,1840,2028/10/20,7
657,625,B2025A001,236,481,2029/03/20,1
658,629,B2025A001,449,739,2027/04/18,6
659,195,B2025A001,892,1596,2030/12/21,7
660,586,B2026A004,379,170,2030/06/02,19
661,465,B2025A005,328,571,2029/07/31,19
662,137,B2026A002,621,639,2030/07/09,9
663,129,B2025A001,400,476,2028/08/14,14
664,221,B2025A002,214,327,2029/04/18,4
665,325,B2026A005,25,1800,2028/05/25,13
666,899,B2025A001,22,1633,2029/10/15,19
667,724,B2025A003,121,1772,2028/07/25,12
668,402,B2025A003,730,948,2029/05/21,3
669,361,B2026A001,744,1506,2027/10/24,10
670,183,B2026A002,95,1372,2027/05/23,3
671,735,B2026A004,558,1143,2027/01/06,13
672,937,B2026A003,277,1209,2029/01/30,2
673,647,B2026A001,121,170,2030/11/20,7
674,926,B2026A003,990,745,2027/09/08,18
675,772,B2026A004,818,1463,2029/04/28,17
676,916,B2026A004,255,308,2028/08/18,17
677,984,B2026A003,761,810,2028/08/14,13
678,940,B2025A003,558,1708,2030/06/08,2
679,548,B2026A001,180,610,2028/10/19,9
680,429,B2026A002,150,338,2030/04/21,8
681,81,B2026A003,889,574,2030/02/16,16
682,799,B2026A001,373,190,2029/08/25,11
683,305,B2026A005,870,135,2030/04/09,17
684,355,B2025A001,135,697,2028/04/02,15
685,981,B2025A002,420,1064,2027/03/15,7
686,783,B2025A002,262,1379,2030/12/12,13
687,198,B2026A002,620,315,2028/12/28,1
688,740,B2025A004,287,838,2028/10/29,14
689,165,B2025A003,845,1373,2030/10/12,18
690,243,B2026A001,282,1115,2030/10/12,7
691,538,B2025A005,707,1176,2028/08/21,20
692,155,B2026A005,423,551,2029/08/04,12
693,216,B2025A002,666,312,2030/09/08,20
694,464,B2025A004,461,1303,2030/09/30,7
695,341,B2025A003,672,1532,2029/12/22,8
696,437,B2025A002,694,242,2030/10/26,18
697,290,B2025A003,261,886,2028/03/23,9
698,397,B2025A005,660,1805,2028/08/21,17
699,278,B2026A004,737,501,2028/10/17,18
700,160,B2025A004,560,1225,2028/08/31,17
701,807,B2026A003,991,615,2027/03/25,19
702,290,B2026A003,739,806,2028/03/21,8
703,666,B2025A003,321,1257,2029/10/03,8
704,450,B2026A001,754,1850,2029/06/28,4
705,140,B2025A001,4,1931,2028/06/13,4
706,351,B2025A002,907,948,2029/08/13,17
707,45,B2025A001,798,1676,2030/03/12,12
708,501,B2026A003,801,1577,2030/12/26,12
709,316,B2026A004,443,1912,2029/11/15,8
710,855,B2025A004,724,714,2029/05/16,5
711,30,B2026A002,204,708,2027/06/17,8
712,907,B2025A001,360,1743,2030/01/24,5
713,802,B2026A002,837,1611,2027/04/25,1
714,576,B2025A003,958,1841,2030/05/03,9
715,770,B2025A001,200,1584,2027/02/21,20
716,305,B2025A004,981,1933,2029/02/01,4
717,535,B2025A002,526,632,2029/07/15,17
718,176,B2026A001,498,180,2027/09/23,11
719,551,B2026A005,253,505,2030/04/13,3
720,580,B2026A005,611,1548,2027/03/10,16
721,549,B2026A001,895,952,2028/08/16,19
722,392,B2025A003,183,1701,2028/06/14,10
723,539,B2026A005,973,411,2027/10/11,7
724,314,B2026A002,125,751,2029/10/31,1
725,644,B2025A005,71,1337,2030/11/06,18
726,63,B2026A003,206,484,2028/09/03,9
727,579,B2026A001,711,1127,2030/08/01,4
728,88,B2026A005,93,1515,2029/07/23,1
729,229,B2026A003,545,945,2027/08/11,3
730,238,B2026A002,523,324,2029/08/29,16
731,278,B2026A005,746,920,2028/12/19,7
732,47,B2025A003,987,363,2029/02/04,1
733,149,B2025A005,746,1921,2030/07/07,13
734,507,B2025A001,304,1137,2028/04/28,16
735,53,B2026A001,963,1004,2028/03/21,16
736,419,B2026A005,752,315,2028/03/01,7
737,370,B2025A003,945,377,2027/02/06,14
738,677,B2026A005,231,319,2030/07/07,20
739,378,B2025A005,919,1092,2028/08/23,15
740,320,B2025A004,19,388,2027/11/22,13
741,733,B2026A003,207,254,2029/12/14,8
742,64,B2026A001,848,1460,2029/03/19,1
743,859,B2026A004,160,1258,2028/03/25,17
744,29,B2026A002,138,282,2030/01/18,8
745,883,B2025A005,748,1651,2027/11/05,10
746,910,B2025A004,137,736,2027/04/09,20
747,63,B2026A001,1,905,2027/06/14,13
748,592,B2026A003,327,1325,2029/06/28,17
749,530,B2026A002,696,189,2028/10/11,6
750,667,B2025A001,689,768,2030/08/05,11
751,558,B2025A004,774,1172,2028/01/09,2
752,172,B2025A004,869,1928,2029/08/11,6
753,482,B2026A002,53,271,2029/10/19,10
754,855,B2026A003,874,1597,2029/06/22,18
755,802,B2025A001,640,463,2027/08/02,14
756,623,B2025A004,865,932,2029/11/15,3
757,198,B2025A003,665,1534,2028/09/22,7
758,424,B2026A004,562,1678,2028/08/14,15
759,819,B2026A003,395,716,2028/05/18,16
760,331,B2026A003,837,1235,2029/12/03,20
761,602,B2025A002,837,1368,2030/08/28,9
762,729,B2025A002,598,869,2030/07/14,15
763,151,B2025A005,382,931,2030/09/08,12
764,686,B2025A005,298,1212,2027/04/26,7
765,515,B2026A002,338,1797,2030/11/04,13
766,683,B2025A001,651,575,2029/01/18,16
767,765,B2026A001,449,840,2028/08/12,19
768,177,B2026A004,153,787,2029/12/19,7
769,241,B2025A003,774,1472,2028/04/15,5
770,701,B2026A001,668,503,2030/09/02,20
771,311,B2026A001,399,1642,2027/06/09,8
772,276,B2025A003,69,1079,2027/05/02,8
773,848,B2025A003,780,1828,2028/11/25,12
774,487,B2025A002,181,969,2030/07/25,15
775,677,B2026A005,858,1850,2029/04/21,13
776,700,B2026A003,486,1489,2030/03/08,7
777,149,B2025A005,67,954,2027/07/12,3
778,255,B2026A002,438,686,2029/09/01,20
779,220,B2026A004,661,319,2028/02/21,9
780,351,B2025A005,718,1469,2030/10/20,11
781,731,B2026A003,422,1696,2030/09/12,3
782,126,B2025A005,243,1161,2029/12/25,10
783,581,B2026A005,57,495,2028/03/23,15
784,339,B2026A002,133,136,2030/02/17,12
785,379,B2026A002,210,163,2029/11/10,2
786,591,B2026A002,806,1203,2028/07/09,14
787,34,B2026A002,21,1158,2027/04/24,1
788,665,B2025A002,995,1268,2028/03/27,12
789,765,B2026A003,993,1951,2027/03/20,5
790,345,B2026A002,494,980,2030/05/31,9
791,482,B2026A005,163,1810,2027/12/13,9
792,697,B2026A001,369,601,2028/01/11,12
793,671,B2026A004,92,203,2028/04/09,7
794,59,B2025A003,924,1979,2029/10/12,1
795,338,B2026A004,257,1291,2028/10/20,19
796,352,B2026A001,277,998,2028/11/25,3
797,733,B2025A004,794,574,2030/02/22,13
798,359,B2025A002,866,1027,2028/02/20,9
799,533,B2026A003,813,1000,2028/01/17,3
800,743,B2026A004,431,1039,2029/11/07,13
801,573,B2026A001,562,291,2028/01/04,17
802,211,B2025A002,116,656,2029/01/01,5
803,83,B2025A005,591,297,2028/07/05,17
804,891,B2025A001,399,1545,2027/03/30,5
805,737,B2025A002,81,431,2027/12/17,5
806,712,B2026A003,288,275,2028/09/06,5
807,217,B2026A005,673,1569,2030/10/19,14
808,294,B2025A004,49,408,2028/04/10,14
809,186,B2026A001,584,805,2030/02/09,5
810,874,B2025A004,974,1737,2030/11/24,9
811,901,B2025A005,463,431,2029/04/17,7
812,377,B2026A001,65,1557,2027/03/09,4
813,205,B2026A004,408,1483,2028/01/03,9
814,438,B2026A003,684,1424,2030/09/28,1
815,641,B2025A001,901,504,2029/08/17,8
816,182,B2025A002,684,636,2028/12/17,17
817,28,B2025A001,690,1291,2028/06/08,8
818,368,B2026A002,745,365,2027/06/15,18
819,731,B2026A005,942,1183,2028/09/13,6
820,501,B2025A001,680,1043,2029/06/01,16
821,84,B2025A004,499,434,2028/02/27,4
822,313,B2025A004,620,291,2029/10/31,15
823,996,B2025A004,611,771,2029/05/25,8
824,12,B2026A004,256,759,2029/06/03,17
825,677,B2026A003,687,844,2029/11/07,1
826,532,B2026A003,351,1231,2028/06/02,16
827,331,B2025A002,295,656,2027/11/15,15
828,27,B2025A004,880,1407,2030/01/08,17
829,566,B2025A003,782,516,2028/02/08,19
830,412,B2025A002,60,1974,2027/05/26,2
831,515,B2026A004,706,202,2029/07/09,2
832,360,B2026A004,963,1990,2030/05/11,9
833,736,B2026A003,361,1374,2027/08/08,3
834,183,B2025A003,602,1347,2029/01/03,1
835,845,B2026A005,348,1840,2028/02/18,12
836,146,B2026A001,792,348,2028/01/23,7
837,568,B2026A004,420,687,2029/05/04,9
838,69,B2026A001,106,1813,2028/11/27,17
839,200,B2026A005,184,680,2029/01/15,10
840,627,B2026A003,416,753,2028/08/28,13
841,311,B2025A002,277,392,2028/01/18,4
842,283,B2026A004,887,1098,2027/09/08,12
843,457,B2025A003,242,1613,2028/11/21,14
844,440,B2026A002,491,1318,2027/10/24,11
845,643,B2025A003,206,1425,2027/11/16,5
846,666,B2025A005,371,1681,2027/11/16,2
847,313,B2026A001,947,302,2028/01/21,20
848,516,B2026A003,500,987,2027/10/13,12
849,669,B2026A004,763,1829,2029/08/06,18
850,926,B2025A001,543,1883,2030/09/02,13
851,659,B2026A002,509,1375,2027/08/15,7
852,887,B2025A002,306,560,2029/06/20,12
853,561,B2026A002,524,1395,2027/06/11,5
854,890,B2025A002,795,609,2029/04/03,6
855,516,B2025A003,945,1011,2030/08/18,10
856,359,B2025A004,667,1184,2028/04/18,16
857,439,B2026A003,229,1115,2030/09/16,9
858,24,B2025A001,745,651,2029/12/17,6
859,611,B2025A002,64,203,2029/02/26,19
860,546,B2025A001,150,1251,2028/12/06,20
861,804,B2026A002,148,741,2030/04/05,19
862,554,B2026A002,417,897,2027/03/16,4
863,710,B2025A003,273,1150,2030/08/07,13
864,521,B2026A002,794,327,2027/12/17,13
865,197,B2025A002,778,1064,2028/04/04,11
866,555,B2026A003,582,1377,2030/03/24,3
867,884,B2025A002,901,1618,2027/01/21,1
868,608,B2025A004,305,1599,2030/06/20,8
869,472,B2025A003,313,1993,2027/09/23,5
870,356,B2026A003,602,851,2028/03/21,12
871,354,B2025A002,709,1624,2028/07/02,9
872,933,B2025A003,910,455,2030/04/20,6
873,214,B2025A005,67,683,2029/09/27,8
874,276,B2025A001,496,1288,2027/10/24,14
875,395,B2025A002,725,1348,2030/11/11,12
876,230,B2025A005,275,430,2029/10/08,19
877,910,B2026A002,833,1925,2027/09/29,11
878,657,B2026A003,257,750,2028/02/03,9
879,241,B2025A002,332,1208,2030/11/06,16
880,588,B2026A005,116,576,2027/01/31,16
881,928,B2026A001,456,1900,2028/06/26,5
882,469,B2025A004,34,1515,2029/01/11,10
883,124,B2025A002,633,819,2029/01/02,3
884,205,B2025A002,390,1890,2027/04/08,10
885,107,B2026A001,900,788,2028/03/08,20
886,1,B2025A002,122,711,2027/08/02,19
887,948,B2026A004,748,1406,2027/04/07,12
888,310,B2026A002,487,1682,2029/06/30,12
889,848,B2025A002,713,622,2029/02/03,13
890,866,B2026A003,495,1065,2027/02/10,14
891,311,B2026A004,63,774,2027/03/28,8
892,719,B2025A003,120,1660,2030/04/30,13
893,590,B2025A004,58,1950,2029/01/06,16
894,953,B2025A005,757,1376,2028/12/26,15
895,530,B2025A002,971,1798,2030/12/18,15
896,730,B2025A002,667,1395,2029/06/10,16
897,47,B2025A001,30,915,2029/03/21,14
898,339,B2026A003,619,1027,2030/06/09,20
899,98,B2025A002,906,1997,2029/09/27,6
900,939,B2025A005,486,1595,2030/06/05,1
901,460,B2026A005,884,1015,2030/11/24,3
902,355,B2025A002,945,1410,2030/12/28,4
903,969,B2026A005,134,1559,2028/12/30,16
904,667,B2026A005,305,1315,2029/08/02,18
905,543,B2026A004,459,323,2030/08/09,10
906,708,B2026A002,93,1862,2030/09/14,8
907,890,B2026A005,498,1419,2030/07/25,14
908,717,B2026A001,776,1184,2029/06/20,9
909,300,B2026A003,488,1040,2027/05/09,14
910,706,B2026A004,618,1552,2029/07/26,19
911,448,B2026A001,600,1347,2028/12/04,12
912,825,B2025A003,63,512,2028/11/25,18
913,238,B2026A004,584,1509,2027/02/28,17
914,322,B2025A005,688,487,2029/07/05,19
915,8,B2026A002,762,1920,2028/02/19,12
916,495,B2026A002,599,1310,2028/10/31,14
917,818,B2025A005,910,748,2027/04/27,15
918,274,B2026A004,369,1983,2027/03/19,11
919,657,B2025A005,772,815,2028/01/25,11
920,183,B2026A002,986,851,2030/01/27,5
921,943,B2026A003,458,244,2030/03/10,5
922,454,B2026A002,868,1534,2030/10/09,19
923,194,B2025A002,626,1052,2027/12/21,17
924,768,B2026A003,119,840,2028/07/27,5
925,818,B2026A001,937,1299,2028/10/22,13
926,258,B2025A005,785,1803,2030/02/10,19
927,60,B2026A003,371,729,2029/10/29,4
928,94,B2025A002,471,709,2028/02/29,7
929,679,B2025A005,217,1584,2027/05/14,7
930,66,B2025A005,829,1246,2027/09/27,14
931,949,B2025A001,12,923,2027/04/06,14
932,383,B2025A003,130,566,2028/05/21,18
933,60,B2026A002,639,1748,2027/08/18,10
934,548,B2026A003,53,248,2029/02/08,12
935,105,B2025A003,476,298,2029/11/16,10
936,624,B2025A005,569,1384,2030/06/03,14
937,943,B2025A001,81,995,2028/05/21,16
938,59,B2025A004,172,433,2027/12/03,13
939,91,B2025A001,917,765,2030/08/21,1
940,603,B2026A003,98,146,2027/09/03,20
941,555,B2025A003,915,421,2028/06/23,9
942,545,B2026A001,388,597,2029/03/09,20
943,204,B2026A001,773,1452,2028/02/21,14
944,441,B2025A001,777,904,2029/01/21,3
945,715,B2026A001,801,1682,2027/07/27,17
946,649,B2026A003,496,1242,2030/10/11,7
947,76,B2025A005,694,1939,2030/03/29,15
948,190,B2025A001,670,611,2030/10/11,6
949,761,B2026A002,217,107,2027/08/08,9
950,266,B2026A001,350,1291,2029/04/28,16
951,70,B2025A004,629,1733,2029/07/04,6
952,449,B2026A003,564,1303,2027/11/02,4
953,180,B2025A002,618,1960,2027/11/21,11
954,671,B2025A004,331,1691,2029/03/06,17
955,576,B2026A005,399,1147,2029/07/06,10
956,7,B2026A004,651,780,2030/06/22,8
957,261,B2025A003,352,662,2030/07/10,8
958,490,B2025A001,332,312,2029/06/04,14
959,86,B2025A001,859,720,2030/10/04,1
960,379,B2025A001,215,830,2030/05/27,19
961,202,B2025A003,631,141,2029/05/29,3
962,352,B2026A005,341,1538,2029/04/21,10
963,781,B2025A004,458,315,2028/03/14,19
964,189,B2025A005,110,1387,2030/05/08,5
965,959,B2026A004,627,1610,2027/09/11,13
966,901,B2025A004,77,474,2030/10/04,13
967,453,B2026A004,278,855,2028/01/28,9
968,206,B2026A001,667,1785,2028/08/05,12
969,118,B2026A005,636,1974,2027/04/27,12
970,454,B2026A001,229,1433,2029/06/12,19
971,838,B2025A005,103,1104,2030/05/04,8
972,750,B2025A003,383,946,2030/04/21,1
973,976,B2025A004,840,674,2027/05/07,4
974,841,B2025A005,278,363,2029/11/13,11
975,610,B2026A002,142,1878,2028/03/24,10
976,839,B2025A005,809,883,2029/11/28,15
977,565,B2025A001,579,867,2028/03/21,9
978,303,B2025A001,143,1689,2030/11/03,14
979,987,B2025A001,917,1316,2030/08/13,12
980,222,B2026A004,317,726,2027/06/16,15
981,216,B2025A004,711,1832,2030/07/07,5
982,146,B2026A004,267,314,2028/08/11,12
983,630,B2025A004,87,475,2027/04/07,10
984,971,B2025A002,440,1872,2028/09/03,4
985,818,B2026A002,978,271,2030/01/05,18
986,179,B2026A001,977,184,2027/02/04,18
987,743,B2026A002,524,1056,2028/09/09,11
988,414,B2025A005,623,1864,2027/10/10,7
989,541,B2026A005,405,1929,2028/06/25,3
990,165,B2025A005,381,850,2029/11/10,19
991,965,B2026A004,137,1333,2027/11/15,14
992,481,B2026A003,458,273,2030/08/20,10
993,75,B2025A003,664,1907,2029/10/19,7
994,747,B2026A001,602,638,2029/02/06,5
995,644,B2026A005,283,1424,2029/10/20,18
996,428,B2025A002,801,859,2029/04/05,8
997,957,B2026A004,776,1182,2029/10/03,2
998,622,B2026A004,865,242,2030/02/27,4
999,383,B2026A003,38,407,2029/03/31,15
1000,337,B2025A005,29,677,2028/05/20,9
